id,title,budget,revenue,profit,roi,vote_average,main_genre,lead_actor,director,is_hit
10152,Dumb and Dumberer: When Harry Met Lloyd,19000000,39267515,20267515,1.0667113157894736,4.1,Comedy,Mimi Rogers,Troy Miller,1
9452,Bulworth,30000000,29202884,-797116,-0.026570533333333334,6.3,Comedy,Warren Beatty,Warren Beatty,0
9271,Virtuosity,30000000,24048000,-5952000,-0.1984,5.4,Action,Denzel Washington,Brett Leonard,0
48340,Sanctum,30000000,108609310,78609310,2.6203103333333333,5.8,Action,Ioan Gruffudd,Alister Grierson,1
14846,Little Black Book,35000000,22034832,-12965168,-0.3704333714285714,5.2,Comedy,Brittany Murphy,Nick Hurran,0
72207,The Five-Year Engagement,30000000,53909751,23909751,0.7969917,5.7,Comedy,Jason Segel,Nicholas Stoller,0
16232,Mr. 3000,30000000,21800302,-8199698,-0.2733232666666667,5.0,Comedy,Bernie Mac,Charles Stone III,0
43539,The Next Three Days,30000000,51148651,21148651,0.7049550333333333,6.9,Romance,Russell Crowe,Paul Haggis,0
9920,Ultraviolet,30000000,31070211,1070211,0.0356737,4.8,Science Fiction,Milla Jovovich,Kurt Wimmer,0
8978,Assault on Precinct 13,30000000,35294470,5294470,0.17648233333333332,6.0,Thriller,Ethan Hawke,Jean-François Richet,0
11702,The Replacement Killers,30000000,19204929,-10795071,-0.3598357,6.0,Action,Chow Yun-fat,Antoine Fuqua,0
18550,Fled,25000000,17193231,-7806769,-0.31227076,5.2,Action,Laurence Fishburne,Kevin Hooks,0
43347,Love & Other Drugs,30000000,102820008,72820008,2.4273336,6.6,Drama,Jake Gyllenhaal,Edward Zwick,1
3489,88 Minutes,30000000,16930884,-13069116,-0.4356372,5.7,Crime,Al Pacino,Jon Avnet,0
9701,North Country,35000000,25224242,-9775758,-0.2793073714285714,6.8,Drama,Charlize Theron,Niki Caro,0
2122,The Whole Ten Yards,40000000,26155781,-13844219,-0.346105475,5.5,Comedy,Bruce Willis,Howard Deutch,0
10658,Howard the Duck,37000000,37962774,962774,0.02602091891891892,5.1,Comedy,Lea Thompson,Willard Huyck,0
13150,Pride and Glory,30000000,31148328,1148328,0.0382776,6.3,Thriller,Edward Norton,Gavin O'Connor,0
9042,The Cave,30000000,15007991,-14992009,-0.4997336333333333,5.1,Action,Cole Hauser,Bruce Hunt,0
17813,Alex & Emma,30000000,15368897,-14631103,-0.4877034333333333,5.0,Comedy,Luke Wilson,Rob Reiner,0
11208,Wicker Park,30000000,13001257,-16998743,-0.5666247666666666,6.7,Drama,Josh Hartnett,Paul McGuigan,0
58151,Fright Night,17000000,24922237,7922237,0.4660139411764706,6.0,Horror,Anton Yelchin,Craig Gillespie,0
11400,The New World,30000000,30536013,536013,0.0178671,6.4,Drama,Colin Farrell,Terrence Malick,0
11058,Godsend,25000000,30114487,5114487,0.20457948,4.7,Drama,Greg Kinnear,Nick Hamm,0
14844,Chasing Liberty,23000000,12,-22999988,-0.9999994782608695,6.1,Comedy,Mandy Moore,Andy Cadiff,0
57089,Hoodwinked Too! Hood VS. Evil,30000000,13521829,-16478171,-0.5492723666666667,4.8,Comedy,Hayden Panettiere,Mike Disa,0
1947,An Unfinished Life,30000000,18618284,-11381716,-0.37939053333333334,6.7,Drama,Robert Redford,Lasse Hallström,0
8054,The Imaginarium of Doctor Parnassus,30000000,64352607,34352607,1.1450869,6.3,Adventure,Christopher Plummer,Terry Gilliam,1
46829,Barney's Version,30000000,8454301,-21545699,-0.7181899666666667,7.2,Comedy,Paul Giamatti,Richard J. Lewis,0
146238,Runner Runner,30000000,62616646,32616646,1.0872215333333333,5.5,Crime,Ben Affleck,Brad Furman,1
9989,Antitrust,30000000,18195610,-11804390,-0.39347966666666667,5.8,Action,Ryan Phillippe,Peter Howitt,0
9665,Glory,18000000,26828365,8828365,0.4904647222222222,7.4,War,Matthew Broderick,Edward Zwick,0
13967,Miss Potter,30000000,35078241,5078241,0.1692747,6.3,Drama,Ewan McGregor,Chris Noonan,0
9053,DOA: Dead or Alive,21000000,480314,-20519686,-0.9771279047619048,5.0,Adventure,Jaime Pressly,Corey Yuen Kwai,0
4512,The Assassination of Jesse James by the Coward Robert Ford,30000000,14711793,-15288207,-0.5096069,7.0,Action,Brad Pitt,Andrew Dominik,0
76349,1911,30000000,108348,-29891652,-0.9963884,5.0,Adventure,Jackie Chan,Jackie Chan,0
45610,Machine Gun Preacher,30000000,2527904,-27472096,-0.9157365333333334,6.4,Action,Gerard Butler,Marc Forster,0
223702,Sausage Party,19000000,140752617,121752617,6.4080324736842105,5.6,Adventure,Seth Rogen,Conrad Vernon,1
254470,Pitch Perfect 2,29000000,287506194,258506194,8.914006689655173,6.8,Comedy,Anna Kendrick,Elizabeth Banks,1
69,Walk the Line,28000000,186438883,158438883,5.658531535714285,7.3,Drama,Joaquin Phoenix,James Mangold,1
4967,Keeping the Faith,30000000,37036004,7036004,0.23453346666666666,5.9,Comedy,Ben Stiller,Edward Norton,0
4912,Confessions of a Dangerous Mind,30000000,33013805,3013805,0.10046016666666667,6.6,Comedy,Sam Rockwell,George Clooney,0
12771,Serving Sara,29000000,16930185,-12069815,-0.4162005172413793,5.0,Comedy,Matthew Perry,Reginald Hudlin,0
323676,The Boss,29000000,78636257,49636257,1.7115950689655173,5.5,Comedy,Melissa McCarthy,Ben Falcone,1
11249,Seed of Chucky,12000000,24829644,12829644,1.069137,4.9,Drama,Brad Dourif,Don Mancini,1
9667,The Jacket,29000000,21126225,-7873775,-0.2715094827586207,6.8,Drama,Adrien Brody,John Maybury,0
812,Aladdin,28000000,504050219,476050219,17.001793535714285,7.4,Animation,Scott Weinger,Ron Clements,1
277216,Straight Outta Compton,28000000,201634991,173634991,6.201249678571428,7.7,Drama,O'Shea Jackson Jr.,F. Gary Gray,1
87,Indiana Jones and the Temple of Doom,28000000,333000000,305000000,10.892857142857142,7.1,Adventure,Harrison Ford,Steven Spielberg,1
14444,The Rugrats Movie,30000000,100491683,70491683,2.3497227666666665,5.7,Animation,Whoopi Goldberg,Norton Virgien,1
2043,Along Came a Spider,60000000,105178561,45178561,0.7529760166666667,6.1,Crime,Morgan Freeman,Lee Tamahori,0
315664,Florence Foster Jenkins,29000000,48902953,19902953,0.686308724137931,6.6,Comedy,Meryl Streep,Stephen Frears,0
1428,Once Upon a Time in Mexico,29000000,98185582,69185582,2.3857097241379313,6.2,Action,Antonio Banderas,Robert Rodriguez,1
562,Die Hard,28000000,140767956,112767956,4.027427,7.5,Action,Bruce Willis,John McTiernan,1
15373,Role Models,28000000,92380927,64380927,2.2993188214285714,6.4,Comedy,Seann William Scott,David Wain,1
318846,The Big Short,28000000,133346506,105346506,3.762375214285714,7.3,Comedy,Christian Bale,Adam McKay,1
14292,Miracle,28000000,64445708,36445708,1.3016324285714285,7.0,Drama,Kurt Russell,Gavin O'Connor,1
924,Dawn of the Dead,28000000,102356381,74356381,2.6555850357142856,6.8,Fantasy,Sarah Polley,Zack Snyder,1
2018,The Wedding Planner,35000000,94728529,59728529,1.7065294,5.5,Comedy,Jennifer Lopez,Adam Shankman,1
192577,Space Pirate Captain Harlock,30000000,17137302,-12862698,-0.4287566,6.5,Animation,Shun Oguri,Shinji Aramaki,0
9428,The Royal Tenenbaums,21000000,71441250,50441250,2.4019642857142856,7.4,Comedy,Gene Hackman,Wes Anderson,1
2832,Identity,30000000,90259536,60259536,2.0086512,7.1,Mystery,John Cusack,James Mangold,1
137093,Last Vegas,28000000,134402450,106402450,3.8000875,6.4,Comedy,Robert De Niro,Jon Turteltaub,1
699,For Your Eyes Only,28000000,195312802,167312802,5.975457214285714,6.3,Adventure,Roger Moore,John Glen,1
9778,Serendipity,28000000,77516304,49516304,1.7684394285714287,6.6,Comedy,John Cusack,Peter Chelsom,1
8831,Timecop,27000000,101646581,74646581,2.764688185185185,5.5,Thriller,Jean-Claude Van Damme,Peter Hyams,1
9398,Zoolander,28000000,60780981,32780981,1.1707493214285714,6.1,Comedy,Ben Stiller,Ben Stiller,1
112949,Safe Haven,28000000,97594140,69594140,2.485505,6.9,Romance,Julianne Hough,Lasse Hallström,1
10439,Hocus Pocus,28000000,39514713,11514713,0.41123975,6.4,Comedy,Bette Midler,Kenny Ortega,0
3638,No Reservations,28000000,92601050,64601050,2.3071803571428573,6.1,Comedy,Catherine Zeta-Jones,Scott Hicks,1
23483,Kick-Ass,28000000,96188903,68188903,2.4353179642857143,7.1,Action,Aaron Taylor-Johnson,Matthew Vaughn,1
62206,30 Minutes or Less,28000000,40547440,12547440,0.44812285714285716,5.6,Action,Jesse Eisenberg,Ruben Fleischer,0
10577,Dracula 2000,28000000,33000337,5000337,0.17858346428571428,4.6,Thriller,Gerard Butler,Patrick Lussier,0
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,100654149,72654149,2.5947910357142856,6.1,Family,Steve Carell,Miguel Arteta,1
4348,Pride & Prejudice,28000000,121147947,93147947,3.326712392857143,7.7,Drama,Keira Knightley,Joe Wright,1
78,Blade Runner,28000000,33139618,5139618,0.18355778571428571,7.9,Science Fiction,Harrison Ford,Ridley Scott,0
11780,Rob Roy,28000000,31596911,3596911,0.12846110714285713,6.5,Adventure,Liam Neeson,Michael Caton-Jones,0
192102,3 Days to Kill,28000000,52597999,24597999,0.8784999642857143,6.0,Action,Kevin Costner,McG,0
2001,We Own the Night,21000000,54926886,33926886,1.615566,6.5,Drama,Joaquin Phoenix,James Gray,1
11516,Winged Migration,35866397,20217080,-15649317,-0.4363225277409381,7.0,Documentary,Philippe Labro,Jacques Perrin,0
10025,Just My Luck,28000000,38159905,10159905,0.36285375,5.8,Comedy,Lindsay Lohan,Donald Petrie,0
15198,"Mystery, Alaska",28000000,8888143,-19111857,-0.6825663214285714,6.0,Drama,Russell Crowe,Jay Roach,0
23172,The Spy Next Door,28000000,45236543,17236543,0.6155908214285715,5.5,Action,Amber Valletta,Brian Levant,0
17834,A Simple Wish,28000000,8345056,-19654944,-0.7019622857142858,5.5,Adventure,Martin Short,Michael Ritchie,0
10016,Ghosts of Mars,28000000,14010832,-13989168,-0.49961314285714287,4.8,Action,Natasha Henstridge,John Carpenter,0
10317,Our Brand Is Crisis,28000000,7002261,-20997739,-0.74991925,5.8,Comedy,Sandra Bullock,David Gordon Green,0
58431,Pride and Prejudice and Zombies,28000000,16374328,-11625672,-0.4152025714285714,5.5,Romance,Lily James,Burr Steers,0
9746,Kundun,28000000,5684789,-22315211,-0.7969718214285715,6.8,Drama,Tenzin Thuthob Tsarong,Martin Scorsese,0
13092,How to Lose Friends & Alienate People,27000000,17286299,-9713701,-0.3597667037037037,6.2,Comedy,Kelan Pannell,Robert B. Weide,0
59859,Kick-Ass 2,28000000,60700000,32700000,1.167857142857143,6.3,Action,Aaron Taylor-Johnson,Jeff Wadlow,1
13495,Alatriste,24000000,23321954,-678046,-0.028251916666666668,5.6,Action,Viggo Mortensen,Agustín Díaz Yanes,0
254473,Brick Mansions,28000000,68896829,40896829,1.4606010357142858,5.7,Action,Paul Walker,Camille Delamarre,1
700,Octopussy,27500000,187500000,160000000,5.818181818181818,6.2,Adventure,Roger Moore,John Glen,1
4964,Knocked Up,30000000,219076518,189076518,6.3025506,6.2,Comedy,Seth Rogen,Judd Apatow,1
10024,My Sister's Keeper,30000000,95714875,65714875,2.1904958333333333,7.1,Drama,Cameron Diaz,Nick Cassavetes,1
13490,Welcome Home Roscoe Jenkins,35000000,43650785,8650785,0.24716528571428573,5.7,Comedy,Martin Lawrence,Malcolm D. Lee,0
15927,A Passage to India,8000000,27187653,19187653,2.398456625,6.9,Drama,Judy Davis,David Lean,1
1259,Notes on a Scandal,15000000,49469904,34469904,2.2979936,6.9,Drama,Judi Dench,Richard Eyre,1
5125,Rendition,27500000,24748670,-2751330,-0.10004836363636363,6.2,Drama,Omar Metwally,Gavin Hood,0
174,Star Trek VI: The Undiscovered Country,27000000,96900000,69900000,2.588888888888889,6.7,Science Fiction,William Shatner,Nicholas Meyer,1
9437,Kiss the Girls,27000000,60527873,33527873,1.241773074074074,6.2,Drama,Morgan Freeman,Gary Fleder,1
525,The Blues Brothers,27000000,115229890,88229890,3.267773703703704,7.5,Music,Dan Aykroyd,John Landis,1
10188,The Sisterhood of the Traveling Pants 2,27000000,44352417,17352417,0.6426821111111111,6.0,Adventure,Alexis Bledel,Sanaa Hamri,0
245,About a Boy,27000000,129000000,102000000,3.7777777777777777,6.6,Drama,Hugh Grant,Chris Weitz,1
9825,Lake Placid,27000000,56870414,29870414,1.1063116296296296,5.5,Horror,Bill Pullman,Steve Miner,1
186,Lucky Number Slevin,27000000,56308881,29308881,1.085514111111111,7.4,Drama,Josh Hartnett,Paul McGuigan,1
9549,The Right Stuff,27000000,21500000,-5500000,-0.2037037037037037,7.3,Drama,Fred Ward,Philip Kaufman,0
61891,Anonymous,30000000,15395087,-14604913,-0.4868304333333333,6.3,Drama,Jamie Campbell Bower,Roland Emmerich,0
34584,The NeverEnding Story,27000000,20158808,-6841192,-0.2533774814814815,7.0,Drama,Barret Oliver,Wolfgang Petersen,0
2666,Dark City,27000000,27200316,200316,0.007419111111111111,7.2,Mystery,Rufus Sewell,Alex Proyas,0
13155,Return to Oz,25000000,11137801,-13862199,-0.55448796,6.7,Adventure,Fairuza Balk,Walter Murch,0
42807,The Newton Boys,27000000,76000000,49000000,1.8148148148148149,5.9,Crime,Matthew McConaughey,Richard Linklater,1
28355,Case 39,27000000,29000000,2000000,0.07407407407407407,6.1,Horror,Renée Zellweger,Christian Alvart,0
8080,Suspect Zero,27000000,13000000,-14000000,-0.5185185185185185,5.5,Crime,Carrie-Anne Moss,E. Elias Merhige,0
56288,Spy Kids: All the Time in the World,27000000,85564310,58564310,2.1690485185185184,4.4,Family,Jessica Alba,Robert Rodriguez,1
303858,Money Monster,27000000,93282604,66282604,2.4549112592592595,6.5,Thriller,George Clooney,Jodie Foster,1
1613,The 51st State,28,14,-14,-0.5,5.9,Thriller,Samuel L. Jackson,Ronny Yu,0
16617,Mindhunters,27000000,21148829,-5851171,-0.21671003703703703,6.3,Mystery,LL Cool J,Renny Harlin,0
8944,What Just Happened,25000000,6673422,-18326578,-0.73306312,5.2,Comedy,Bruce Willis,Barry Levinson,0
14560,Paul Blart: Mall Cop,26000000,183293131,157293131,6.049735807692308,5.2,Action,Kevin James,Steve Carr,1
10330,Freaky Friday,26000000,110230332,84230332,3.2396281538461538,6.0,Comedy,Jamie Lee Curtis,Mark Waters,1
6957,The 40 Year Old Virgin,26000000,109449237,83449237,3.2095860384615387,6.2,Comedy,Steve Carell,Judd Apatow,1
1934,Shakespeare in Love,25000000,289317794,264317794,10.57271176,6.8,Romance,Joseph Fiennes,John Madden,1
169917,A Walk Among the Tombstones,28000000,53181600,25181600,0.8993428571428571,6.2,Crime,Liam Neeson,Scott Frank,0
951,Kindergarten Cop,15000000,201957688,186957688,12.463845866666666,5.8,Comedy,Arnold Schwarzenegger,Ivan Reitman,1
10189,Pineapple Express,27000000,101624843,74624843,2.763883074074074,6.6,Action,Seth Rogen,David Gordon Green,1
9454,Ever After: A Cinderella Story,26000000,65705772,39705772,1.527145076923077,6.8,Drama,Drew Barrymore,Andy Tennant,1
2055,Open Range,22000000,68296293,46296293,2.1043769545454545,7.0,Western,Kevin Costner,Kevin Costner,1
1551,Flatliners,26000000,61489265,35489265,1.3649717307692308,6.3,Drama,Kiefer Sutherland,Joel Schumacher,1
5902,A Bridge Too Far,22000000,50750000,28750000,1.3068181818181819,6.9,Drama,Dirk Bogarde,Richard Attenborough,1
11460,Red Eye,26000000,57891803,31891803,1.2266078076923077,6.2,Horror,Rachel McAdams,Wes Craven,1
9358,Final Destination 2,26000000,90426405,64426405,2.4779386538461536,5.9,Horror,Ali Larter,David R. Ellis,1
134,"O Brother, Where Art Thou?",26000000,71868327,45868327,1.7641664230769232,7.3,Action,George Clooney,Joel Coen,1
22894,Legion,26000000,67918658,41918658,1.612256076923077,5.2,Horror,Paul Bettany,Scott Stewart,1
134374,Pain & Gain,25000000,86175291,61175291,2.44701164,6.1,Thriller,Mark Wahlberg,Michael Bay,1
15028,Clockstoppers,26000000,38793283,12793283,0.49204934615384616,4.9,Adventure,Jesse Bradford,Jonathan Frakes,0
7445,Brothers,26000000,43318349,17318349,0.6660903461538461,6.8,Drama,Tobey Maguire,Jim Sheridan,0
17047,Agent Cody Banks 2: Destination London,26000000,28818995,2818995,0.10842288461538462,5.2,Comedy,Frankie Muniz,Kevin Allen,0
62838,New Year's Eve,56000000,142044638,86044638,1.5365113928571428,5.7,Comedy,Robert De Niro,Garry Marshall,1
2057,Original Sin,42000000,35402320,-6597680,-0.15708761904761906,5.8,Drama,Angelina Jolie,Michael Cristofer,0
70436,The Raven,26000000,29657751,3657751,0.14068273076923077,6.1,Crime,John Cusack,James McTeigue,0
16784,Welcome to Mooseport,30000000,14000000,-16000000,-0.5333333333333333,4.8,Comedy,Ray Romano,Donald Petrie,0
8011,Highlander: The Final Dimension,26000000,36800000,10800000,0.4153846153846154,4.5,Action,Christopher Lambert,Andrew Morahan,0
36355,Flipper,25530000,20080020,-5449980,-0.21347356051703878,5.3,Adventure,Elijah Wood,Alan Shapiro,0
238615,Self/less,26000000,30523226,4523226,0.17397023076923077,6.3,Science Fiction,Ryan Reynolds,Tarsem Singh,0
1985,The Constant Gardener,25000000,82466670,57466670,2.2986668,6.8,Drama,Ralph Fiennes,Fernando Meirelles,1
615,The Passion of the Christ,30000000,611899420,581899420,19.396647333333334,6.9,Drama,Jim Caviezel,Mel Gibson,1
788,Mrs. Doubtfire,25000000,441286195,416286195,16.6514478,7.0,Comedy,Robin Williams,Chris Columbus,1
380,Rain Man,25000000,412800000,387800000,15.512,7.6,Drama,Dustin Hoffman,Barry Levinson,1
13223,Gran Torino,33000000,269958228,236958228,7.180552363636363,7.8,Drama,Clint Eastwood,Clint Eastwood,1
10523,W.,25100000,29506464,4406464,0.1755563346613546,6.1,Drama,Josh Brolin,Oliver Stone,0
8681,Taken,25000000,226830568,201830568,8.07322272,7.2,Action,Liam Neeson,Pierre Morel,1
239571,The Best of Me,26000000,35926213,9926213,0.3817774230769231,7.2,Drama,Michelle Monaghan,Michael Hoffman,0
619,The Bodyguard,25000000,411006740,386006740,15.4402696,6.1,Thriller,Whitney Houston,Mick Jackson,1
424,Schindler's List,22000000,321365567,299365567,13.607525772727273,8.3,Drama,Liam Neeson,Steven Spielberg,1
50014,The Help,25000000,124272124,99272124,3.97088496,7.8,Drama,Emma Stone,Tate Taylor,1
162903,The Fifth Estate,28000000,8555008,-19444992,-0.694464,5.7,Drama,Benedict Cumberbatch,Bill Condon,0
6466,Freddy vs. Jason,30000000,114908830,84908830,2.8302943333333332,5.8,Horror,Robert Englund,Ronny Yu,1
12589,Jimmy Neutron: Boy Genius,25000000,80936232,55936232,2.23744928,5.6,Action,Debi Derryberry,John A. Davis,1
7191,Cloverfield,25000000,170764026,145764026,5.83056104,6.4,Action,Lizzy Caplan,Matt Reeves,1
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78000000,53000000,2.12,5.8,Science Fiction,Paige Turco,Michael Pressman,1
117,The Untouchables,25000000,76270454,51270454,2.05081816,7.6,Crime,Kevin Costner,Brian De Palma,1
6977,No Country for Old Men,25000000,171600000,146600000,5.864,7.7,Crime,Tommy Lee Jones,Joel Coen,1
168530,Ride Along,25000000,153997819,128997819,5.15991276,6.1,Action,Ice Cube,Tim Story,1
634,Bridget Jones's Diary,25000000,281929795,256929795,10.2771918,6.5,Comedy,Renée Zellweger,Sharon Maguire,1
392,Chocolat,25000000,152500343,127500343,5.10001372,6.8,Comedy,Juliette Binoche,Lasse Hallström,1
10327,"Legally Blonde 2: Red, White & Blonde",45000000,124914842,79914842,1.7758853777777779,5.1,Comedy,Reese Witherspoon,Charles Herman-Wurmfeld,1
88042,Parental Guidance,25000000,119772232,94772232,3.79088928,5.7,Comedy,Billy Crystal,Andy Fickman,1
41630,No Strings Attached,25000000,147780440,122780440,4.9112176,6.1,Comedy,Natalie Portman,Ivan Reitman,1
11969,Tombstone,25000000,56505065,31505065,1.2602026,7.4,Action,Kurt Russell,George P. Cosmatos,1
2085,Romeo Must Die,25000000,91036760,66036760,2.6414704,6.0,Action,Jet Li,Andrzej Bartkowiak,1
794,The Omen,2800000,60922980,58122980,20.75820714285714,7.2,Horror,Gregory Peck,Richard Donner,1
9286,Final Destination 3,25000000,117719158,92719158,3.70876632,5.8,Horror,Mary Elizabeth Winstead,James Wong,1
77877,The Lucky One,25000000,99357138,74357138,2.97428552,6.8,Drama,Zac Efron,Scott Hicks,1
1265,Bridge to Terabithia,60000000,137587063,77587063,1.2931177166666667,7.0,Adventure,Josh Hutcherson,Gábor Csupó,1
866,Finding Neverland,25000000,116766556,91766556,3.67066224,7.2,Drama,Johnny Depp,Marc Forster,1
75174,The Grey,25000000,77278331,52278331,2.09113324,6.4,Action,Liam Neeson,Joe Carnahan,1
11096,Hide and Seek,25000000,122644820,97644820,3.9057928,6.1,Horror,Robert De Niro,John Polson,1
8699,Anchorman: The Legend of Ron Burgundy,26000000,90574188,64574188,2.4836226153846153,6.7,Comedy,Will Ferrell,Adam McKay,1
769,GoodFellas,25000000,46836394,21836394,0.87345576,8.2,Drama,Robert De Niro,Martin Scorsese,0
10923,Agent Cody Banks,28000000,58795814,30795814,1.0998505,5.0,Action,Frankie Muniz,Harald Zwart,1
11283,Nanny McPhee,25000000,122489822,97489822,3.89959288,6.4,Fantasy,Emma Thompson,Kirk Jones,1
111,Scarface,25000000,65884703,40884703,1.63538812,8.0,Action,Al Pacino,Brian De Palma,1
746,The Last Emperor,23000000,43984230,20984230,0.9123578260869565,7.4,Drama,John Lone,Bernardo Bertolucci,0
77866,Contraband,25000000,63100000,38100000,1.524,6.1,Thriller,Mark Wahlberg,Baltasar Kormákur,1
7345,There Will Be Blood,25000000,77208711,52208711,2.08834844,7.9,Drama,Daniel Day-Lewis,Paul Thomas Anderson,1
12277,Undercover Brother,25000000,41604473,16604473,0.66417892,5.5,Action,Eddie Griffin,Malcolm D. Lee,0
9779,The Sisterhood of the Traveling Pants,25000000,39053061,14053061,0.56212244,6.3,Drama,Amber Tamblyn,Ken Kwapis,0
2140,Kiss of the Dragon,25000000,64437847,39437847,1.57751388,6.4,Action,Jet Li,Chris Nahon,1
12620,The House Bunny,25000000,70442940,45442940,1.8177176,5.6,Romance,Anna Faris,Fred Wolf,1
14177,Beauty Shop,25000000,36351350,11351350,0.454054,5.4,Comedy,Queen Latifah,Bille Woodruff,0
198185,Million Dollar Arm,25000000,38307627,13307627,0.53230508,6.6,Drama,Jon Hamm,Craig Gillespie,0
227156,The Giver,25000000,66980456,41980456,1.67921824,6.4,Drama,Jeff Bridges,Phillip Noyce,1
11351,Jeepers Creepers 2,17000000,63102666,46102666,2.711921529411765,5.5,Horror,Ray Wise,Victor Salva,1
10030,Good Luck Chuck,25000000,59192128,34192128,1.36768512,5.5,Comedy,Dane Cook,Mark Helfrich,1
10623,Cradle 2 the Grave,25000000,56489558,31489558,1.25958232,5.8,Action,Jet Li,Andrzej Bartkowiak,1
590,The Hours,25000000,41597830,16597830,0.6639132,7.0,Drama,Nicole Kidman,Stephen Daldry,0
9655,She's the Man,20000000,33889159,13889159,0.69445795,6.4,Comedy,Amanda Bynes,Andy Fickman,0
1268,Mr. Bean's Holiday,25000000,229736344,204736344,8.18945376,6.1,Family,Rowan Atkinson,Steve Bendelack,1
11237,Anacondas: The Hunt for the Blood Orchid,20000000,70992898,50992898,2.5496449,4.9,Adventure,Johnny Messner,Dwight H. Little,1
190955,Blood Ties,25500000,2415472,-23084528,-0.9052756078431372,6.0,Thriller,Clive Owen,Guillaume Canet,0
5123,August Rush,25000000,66122026,41122026,1.64488104,7.1,Drama,Freddie Highmore,Kirsten Sheridan,1
4518,Elizabeth,30000000,82150642,52150642,1.7383547333333333,7.1,Drama,Cate Blanchett,Shekhar Kapur,1
11932,Bride of Chucky,25000000,50671850,25671850,1.026874,5.5,Horror,Ed Gale,Ronny Yu,1
11165,Tora! Tora! Tora!,25485000,29548291,4063291,0.15943853247008044,6.9,History,Martin Balsam,Richard Fleischer,0
6116,Spice World,25000000,100000000,75000000,3.0,4.7,Adventure,Victoria Beckham,Bob Spiers,1
57431,The Sitter,25000000,34942188,9942188,0.39768752,5.4,Comedy,Sam Rockwell,David Gordon Green,0
278,The Shawshank Redemption,25000000,28341469,3341469,0.13365876,8.5,Drama,Tim Robbins,Frank Darabont,0
9290,Crocodile Dundee in Los Angeles,21150000,39438674,18288674,0.864712718676123,4.7,Adventure,Paul Hogan,Simon Wincer,0
11543,Kingpin,27000000,25023434,-1976566,-0.07320614814814815,6.7,Comedy,Woody Harrelson,Bobby Farrelly,0
284536,The Gambler,25000000,39171130,14171130,0.5668452,5.7,Thriller,Mark Wahlberg,Rupert Wyatt,0
152737,August: Osage County,25000000,74188937,49188937,1.96755748,6.9,Comedy,Meryl Streep,John Wells,1
13374,Ice Princess,25000000,27645491,2645491,0.10581964,5.9,Drama,Michelle Trachtenberg,Tim Fywell,0
8976,A Lot Like Love,30000000,42886719,12886719,0.4295573,6.5,Comedy,Ashton Kutcher,Nigel Cole,0
319888,Eddie the Eagle,23000000,46152800,23152800,1.0066434782608695,7.2,Comedy,Taron Egerton,Dexter Fletcher,1
9469,He Got Game,25000000,21567853,-3432147,-0.13728588,6.7,Drama,Denzel Washington,Spike Lee,0
1909,Don Juan DeMarco,25000000,22200000,-2800000,-0.112,6.2,Romance,Johnny Depp,Jeremy Leven,0
22971,Dear John,25000000,114977104,89977104,3.59908416,6.6,Drama,Amanda Seyfried,Lasse Hallström,1
34813,The Losers,25000000,23580000,-1420000,-0.0568,6.2,Action,Jeffrey Dean Morgan,Sylvain White,0
46261,Don't Be Afraid of the Dark,25000000,36993168,11993168,0.47972672,5.4,Fantasy,Katie Holmes,Troy Nixey,0
10431,War,25000000,40452643,15452643,0.61810572,6.0,Action,Jet Li,Philip G. Atwell,0
8051,Punch-Drunk Love,25000000,17000000,-8000000,-0.32,6.9,Comedy,Adam Sandler,Paul Thomas Anderson,0
9352,EuroTrip,25000000,20796847,-4203153,-0.16812612,6.5,Comedy,Scott Mechlowicz,Jeff Schaffer,0
15487,The Greatest Game Ever Played,25000000,15431177,-9568823,-0.38275292,6.9,Drama,Shia LaBeouf,Bill Paxton,0
22825,The Box,30000000,33333531,3333531,0.1111177,5.4,Thriller,Cameron Diaz,Richard Kelly,0
1831,The Next Best Thing,25000000,24362772,-637228,-0.02548912,4.3,Comedy,Madonna,John Schlesinger,0
43931,My Soul to Take,25000000,19829957,-5170043,-0.20680172,5.2,Drama,Max Thieriot,Wes Craven,0
10591,The Girl Next Door,25000000,30411183,5411183,0.21644732,6.3,Comedy,Emile Hirsch,Luke Greenfield,0
10861,Maximum Risk,25000000,51702483,26702483,1.06809932,5.2,Action,Jean-Claude Van Damme,Ringo Lam,1
276907,Legend,25000000,42972994,17972994,0.71891976,6.7,Crime,Tom Hardy,Brian Helgeland,0
65055,Shark Night,28000000,10126458,-17873542,-0.6383407857142858,4.9,Horror,Sara Paxton,David R. Ellis,0
10397,Angela's Ashes,25,13,-12,-0.48,7.0,Drama,Emily Watson,Alan Parker,0
200505,Draft Day,25000000,28831145,3831145,0.1532458,6.5,Drama,Kevin Costner,Ivan Reitman,0
60309,The Conspirator,25000000,15478800,-9521200,-0.380848,6.2,Crime,Evan Rachel Wood,Robert Redford,0
9787,Lords of Dogtown,25000000,13411957,-11588043,-0.46352172,7.0,Drama,Emile Hirsch,Catherine Hardwicke,0
293646,The 33,25000000,24902723,-97277,-0.00389108,6.0,Drama,Antonio Banderas,Patricia Riggen,0
